CHR	START	END	INDEX	SOX2
chr6	154749166	154750166	810	0
chr6	154750420	154751420	811	0
chr6	154807570	154808570	812	1
chr6	155013950	155014950	813	0
chr6	155277036	155278036	814	0
chr6	155923617	155924617	815	1
chr6	156001024	156002024	816	1
chr6	156662361	156663361	817	0
chr6	156833519	156834519	818	0
chr6	156931943	156932943	819	1
chr6	157025230	157026230	820	1
chr6	157319112	157320112	821	0
chr6	157856508	157857508	822	1
chr6	158121586	158122586	823	0
chr6	158165414	158166414	824	0
chr6	158165722	158166722	825	0
chr6	158391160	158392160	826	0
chr6	159635032	159636032	827	0
chr6	159728574	159729574	828	0
chr6	159993194	159994194	829	0
chr6	161056655	161057655	830	0
chr6	161095099	161096099	831	0
chr6	161095619	161096619	832	1
chr6	163495707	163496707	833	0
chr6	163541166	163542166	834	0
chr6	163559340	163560340	835	0
chr6	163675339	163676339	836	0
chr6	167049108	167050108	837	0
chr6	167060688	167061688	838	1
chr6	167909704	167910704	839	1
chr6	167917367	167918367	840	0
chr6	168965082	168966082	841	0
chr6	168974196	168975196	842	1
chr6	169271649	169272649	843	1
chr6	169326757	169327757	844	0
chr6	169521540	169522540	845	0
chr6	169621004	169622004	846	1
chr6	169753517	169754517	847	1
chr6	169795660	169796660	848	1
chr6	170297537	170298537	849	0
chr6	170410644	170411644	850	1
chr6	170518318	170519318	851	1
chr6	170563188	170564188	852	0
chr6	170591905	170592905	853	1
chr6	170598584	170599584	854	0
chr6	170606921	170607921	855	0
chr7	6391744	6392744	1	1
chr7	7204363	7205363	2	1
chr7	7346682	7347682	3	0
chr7	7489420	7490420	4	0
chr7	7505212	7506212	5	0
chr7	7515845	7516845	6	0
chr7	7540598	7541598	7	1
chr7	7664769	7665769	8	0
chr7	7686674	7687674	9	0
chr7	7835390	7836390	10	1
chr7	7836331	7837331	11	0
chr7	8179943	8180943	12	0
chr7	10848799	10849799	13	1
chr7	11124920	11125920	14	0
chr7	12220564	12221564	15	0
chr7	12220953	12221953	16	1
chr7	13049721	13050721	17	0
chr7	13200528	13201528	18	0
chr7	13200953	13201953	19	0
chr7	13772834	13773834	20	1
chr7	13903756	13904756	21	0
chr7	14250278	14251278	22	0
chr7	14494751	14495751	23	0
chr7	14532826	14533826	24	1
chr7	14534077	14535077	25	0
chr7	14629226	14630226	26	0
chr7	14894107	14895107	27	0
chr7	14956982	14957982	28	0
chr7	15028373	15029373	29	1
chr7	15211532	15212532	30	1
chr7	15512711	15513711	31	1
chr7	15801354	15802354	32	0
chr7	15968330	15969330	33	1
chr7	16293273	16294273	34	0
chr7	16353768	16354768	35	0
chr7	16384624	16385624	36	1
chr7	16550403	16551403	37	0
chr7	16649653	16650653	38	1
chr7	16655078	16656078	39	0
chr7	16703167	16704167	40	1
chr7	16745278	16746278	41	0
chr7	16765284	16766284	42	1
chr7	16799496	16800496	43	1
chr7	16828874	16829874	44	1
chr7	17041778	17042778	45	0
chr7	17115967	17116967	46	0
chr7	17122256	17123256	47	0
chr7	17210828	17211828	48	0
chr7	17224988	17225988	49	0
chr7	17485324	17486324	50	1
chr7	17501810	17502810	51	0
chr7	17514678	17515678	52	0
chr7	17515294	17516294	53	0
chr7	17779528	17780528	54	0
chr7	17914358	17915358	55	1
chr7	18024326	18025326	56	1
chr7	18079974	18080974	57	1
chr7	18283058	18284058	58	0
chr7	18363347	18364347	59	0
chr7	18393456	18394456	60	0
chr7	18433248	18434248	61	0
chr7	18445487	18446487	62	1
chr7	18812663	18813663	63	1
chr7	18839173	18840173	64	1
chr7	18856304	18857304	65	1
chr7	18875082	18876082	66	1
chr7	18941021	18942021	67	1
chr7	19077353	19078353	68	1
chr7	19094711	19095711	69	0
chr7	19114532	19115532	70	0
chr7	19209114	19210114	71	1
chr7	19472992	19473992	72	1
chr7	19514089	19515089	73	1
chr7	19694334	19695334	74	1
chr7	19769881	19770881	75	1
chr7	19964300	19965300	76	0
chr7	19993072	19994072	77	0
chr7	20077098	20078098	78	0
chr7	20240930	20241930	79	0
chr7	20340567	20341567	80	0
chr7	20447401	20448401	81	0
chr7	21675208	21676208	82	1
chr7	22257092	22258092	83	1
chr7	22626258	22627258	84	0
chr7	22758895	22759895	85	1
chr7	22766461	22767461	86	0
chr7	22958842	22959842	87	1
chr7	23383932	23384932	88	0
chr7	23525756	23526756	89	1
chr7	23643245	23644245	90	1
chr7	24588276	24589276	91	0
chr7	24661061	24662061	92	0
chr7	24798321	24799321	93	0
chr7	24810427	24811427	94	0
chr7	24920847	24921847	95	0
chr7	24946545	24947545	96	0
chr7	25132156	25133156	97	0
chr7	25166739	25167739	98	0
chr7	25380638	25381638	99	0
chr7	26673053	26674053	100	1
chr7	26747560	26748560	101	0
chr7	26779854	26780854	102	0
chr7	26780725	26781725	103	0
chr7	26798878	26799878	104	0
chr7	26841368	26842368	105	1
chr7	26852066	26853066	106	0
chr7	26860962	26861962	107	1
chr7	27350761	27351761	108	0
chr7	27745447	27746447	109	1
chr7	27770090	27771090	110	0
chr7	28037723	28038723	111	1
chr7	28061155	28062155	112	0
chr7	28823298	28824298	113	0
chr7	28850628	28851628	114	0
chr7	28868863	28869863	115	0
chr7	29535774	29536774	116	1
chr7	29593220	29594220	117	0
chr7	29727831	29728831	118	0
chr7	30064673	30065673	119	1
chr7	30074666	30075666	120	0
chr7	30249942	30250942	121	0
chr7	30325234	30326234	122	0
chr7	30607603	30608603	123	0
chr7	31285309	31286309	124	1
chr7	31365292	31366292	125	1
chr7	31781475	31782475	126	0
chr7	31893274	31894274	127	0
chr7	31992364	31993364	128	0
chr7	32797126	32798126	129	0
chr7	32886749	32887749	130	0
chr7	33245126	33246126	131	0
chr7	33316722	33317722	132	1
chr7	33382444	33383444	133	1
chr7	33754645	33755645	134	0
chr7	33766554	33767554	135	1
chr7	34347838	34348838	136	1
chr7	34706470	34707470	137	0
chr7	34769447	34770447	138	1
chr7	34950021	34951021	139	0
chr7	34951054	34952054	140	1
chr7	35194916	35195916	141	1
chr7	35658168	35659168	142	0
chr7	35866005	35867005	143	1
chr7	35990780	35991780	144	0
chr7	36145598	36146598	145	0
chr7	36698516	36699516	146	1
chr7	37021450	37022450	147	0
chr7	37022061	37023061	148	0
chr7	38213977	38214977	149	0
chr7	38233266	38234266	150	1
chr7	38233493	38234493	151	1
chr7	38401029	38402029	152	0
chr7	38418227	38419227	153	0
chr7	38420012	38421012	154	0
chr7	38771004	38772004	155	0
chr7	39063029	39064029	156	1
chr7	39845428	39846428	157	1
chr7	40310964	40311964	158	1
chr7	40348445	40349445	159	0
chr7	40550048	40551048	160	1
chr7	40679476	40680476	161	0
chr7	40753326	40754326	162	1
chr7	40753675	40754675	163	0
chr7	41021841	41022841	164	1
chr7	41210464	41211464	165	1
chr7	41247049	41248049	166	0
chr7	41482081	41483081	167	1
chr7	41723177	41724177	168	0
chr7	41872178	41873178	169	0
chr7	41893568	41894568	170	0
chr7	42232218	42233218	171	0
chr7	42315484	42316484	172	0
chr7	42377842	42378842	173	0
chr7	42608888	42609888	174	1
chr7	42980805	42981805	175	1
chr7	42988465	42989465	176	0
chr7	43014654	43015654	177	1
chr7	43014966	43015966	178	1
chr7	43027373	43028373	179	1
chr7	43070170	43071170	180	1
chr7	43628191	43629191	181	0
chr7	43667203	43668203	182	1
chr7	43933843	43934843	183	0
chr7	44548425	44549425	184	0
chr7	44550535	44551535	185	0
chr7	45471135	45472135	186	1
chr7	45614045	45615045	187	1
chr7	45926769	45927769	188	0
chr7	46011630	46012630	189	1
chr7	46089002	46090002	190	0
chr7	46118200	46119200	191	1
chr7	46427586	46428586	192	0
chr7	46643161	46644161	193	1
chr7	47012953	47013953	194	1
chr7	47239520	47240520	195	0
chr7	48073256	48074256	196	0
chr7	48207084	48208084	197	0
chr7	48259288	48260288	198	0
chr7	48364980	48365980	199	0
chr7	48571110	48572110	200	1
chr7	50522027	50523027	201	1
chr7	50635122	50636122	202	0
chr7	50637170	50638170	203	1
chr7	50690396	50691396	204	0
chr7	50740372	50741372	205	0
chr7	51282112	51283112	206	1
chr7	54360075	54361075	207	1
chr7	54428774	54429774	208	1
chr7	54645975	54646975	209	0
chr7	54728827	54729827	210	0
chr7	54755301	54756301	211	1
chr7	54823111	54824111	212	1
chr7	54843072	54844072	213	1
chr7	54872843	54873843	214	1
chr7	54888993	54889993	215	0
chr7	54928881	54929881	216	0
chr7	54999550	55000550	217	1
chr7	55063915	55064915	218	0
chr7	64677887	64678887	219	1
chr7	65039655	65040655	220	0
chr7	65928097	65929097	221	0
chr7	65933133	65934133	222	0
chr7	66323448	66324448	223	0
chr7	68491824	68492824	224	1
chr7	69588326	69589326	225	1
chr7	69613544	69614544	226	0
chr7	70421799	70422799	227	0
chr7	72640323	72641323	228	1
chr7	73958572	73959572	229	1
chr7	74499232	74500232	230	0
chr7	74710052	74711052	231	0
chr7	77504589	77505589	232	0
chr7	77776779	77777779	233	0
chr7	77806698	77807698	234	0
chr7	78027681	78028681	235	0
chr7	78351725	78352725	236	0
chr7	78426779	78427779	237	1
chr7	78474494	78475494	238	0
chr7	78474769	78475769	239	0
chr7	78696986	78697986	240	0
chr7	78948838	78949838	241	0
chr7	78954572	78955572	242	0
chr7	79083522	79084522	243	0
chr7	79193769	79194769	244	1
chr7	79253598	79254598	245	0
chr7	79420694	79421694	246	0
chr7	79427903	79428903	247	1
chr7	79428291	79429291	248	1
chr7	79604102	79605102	249	0
chr7	79949550	79950550	250	1
chr7	80007900	80008900	251	1
chr7	80008834	80009834	252	1
chr7	80085145	80086145	253	1
chr7	80192057	80193057	254	0
chr7	80444615	80445615	255	0
chr7	80825282	80826282	256	0
chr7	81052592	81053592	257	1
chr7	81099195	81100195	258	0
chr7	81410301	81411301	259	0
chr7	81450554	81451554	260	1
chr7	81498356	81499356	261	1
chr7	81577654	81578654	262	1
chr7	81578289	81579289	263	0
chr7	81619395	81620395	264	1
chr7	82166446	82167446	265	0
chr7	82175095	82176095	266	0
chr7	82189625	82190625	267	1
chr7	82441295	82442295	268	1
chr7	82446811	82447811	269	1
chr7	82450107	82451107	270	0
chr7	82547883	82548883	271	0
chr7	82660750	82661750	272	0
chr7	82771525	82772525	273	1
chr7	82790773	82791773	274	0
chr7	82838576	82839576	275	0
chr7	82840166	82841166	276	1
chr7	82860694	82861694	277	0
chr7	82869817	82870817	278	0
chr7	82967328	82968328	279	0
chr7	83063737	83064737	280	1
chr7	83070897	83071897	281	0
chr7	83201853	83202853	282	0
chr7	83497291	83498291	283	0
chr7	83559533	83560533	284	0
chr7	83612788	83613788	285	0
chr7	83654962	83655962	286	0
chr7	83882589	83883589	287	0
chr7	84016596	84017596	288	0
chr7	84021731	84022731	289	1
chr7	84041132	84042132	290	0
chr7	84084465	84085465	291	0
chr7	84213560	84214560	292	0
chr7	84354846	84355846	293	0
chr7	84363195	84364195	294	0
chr7	84461170	84462170	295	0
chr7	84490318	84491318	296	0
chr7	84548899	84549899	297	0
chr7	84601050	84602050	298	1
chr7	84621450	84622450	299	1
chr7	84623321	84624321	300	1
chr7	84800603	84801603	301	0
chr7	84913865	84914865	302	1
chr7	85066203	85067203	303	1
chr7	85156285	85157285	304	0
chr7	85217185	85218185	305	1
chr7	85503984	85504984	306	1
chr7	85603558	85604558	307	0
chr7	85696875	85697875	308	1
chr7	85720572	85721572	309	0
chr7	85732626	85733626	310	1
chr7	85772166	85773166	311	1
chr7	85836811	85837811	312	1
chr7	85977356	85978356	313	1
chr7	86913722	86914722	314	0
chr7	86924109	86925109	315	0
chr7	86924454	86925454	316	0
chr7	87098193	87099193	317	1
chr7	87157276	87158276	318	1
chr7	87166033	87167033	319	1
chr7	87269160	87270160	320	1
chr7	87296803	87297803	321	1
chr7	87342249	87343249	322	0
chr7	87588125	87589125	323	1
chr7	87603768	87604768	324	1
chr7	87746334	87747334	325	1
chr7	87774304	87775304	326	1
chr7	88103132	88104132	327	1
chr7	88123744	88124744	328	1
chr7	88170846	88171846	329	1
chr7	88244995	88245995	330	1
chr7	88830236	88831236	331	1
chr7	88840840	88841840	332	1
chr7	89907784	89908784	333	1
chr7	90007371	90008371	334	0
chr7	90180296	90181296	335	0
chr7	90316024	90317024	336	0
chr7	90895532	90896532	337	1
chr7	90896244	90897244	338	0
chr7	90987434	90988434	339	1
chr7	91042808	91043808	340	0
chr7	91137686	91138686	341	0
chr7	91460565	91461565	342	1
chr7	91545205	91546205	343	1
chr7	91545542	91546542	344	0
chr7	91868233	91869233	345	1
chr7	92088810	92089810	346	0
chr7	92109779	92110779	347	0
chr7	92162393	92163393	348	0
chr7	92162707	92163707	349	0
chr7	92241500	92242500	350	1
chr7	92243757	92244757	351	1
chr7	92293079	92294079	352	0
chr7	92336692	92337692	353	0
chr7	92707011	92708011	354	0
chr7	92750181	92751181	355	0
chr7	92881287	92882287	356	0
chr7	93268363	93269363	357	1
chr7	93594039	93595039	358	1
chr7	93707078	93708078	359	1
chr7	93769425	93770425	360	1
chr7	93769757	93770757	361	1
chr7	93932126	93933126	362	0
chr7	93968028	93969028	363	1
chr7	93997092	93998092	364	0
chr7	94152890	94153890	365	0
chr7	94397644	94398644	366	1
chr7	94403677	94404677	367	1
chr7	94429649	94430649	368	1
chr7	94677042	94678042	369	0
chr7	94677830	94678830	370	1
chr7	94810516	94811516	371	1
chr7	95295696	95296696	372	1
chr7	95468264	95469264	373	1
chr7	95540032	95541032	374	1
chr7	95587233	95588233	375	1
chr7	95643531	95644531	376	0
chr7	95701237	95702237	377	1
chr7	95859658	95860658	378	0
chr7	96069121	96070121	379	0
chr7	96246603	96247603	380	1
chr7	96536741	96537741	381	1
chr7	96633141	96634141	382	1
chr7	96638635	96639635	383	1
chr7	96678735	96679735	384	1
chr7	96691645	96692645	385	1
chr7	96716119	96717119	386	1
chr7	97028829	97029829	387	1
chr7	97153844	97154844	388	0
chr7	97171862	97172862	389	0
chr7	97861570	97862570	390	1
chr7	98935075	98936075	391	1
chr7	99098515	99099515	392	0
chr7	99321079	99322079	393	0
chr7	99797586	99798586	394	0
chr7	99828674	99829674	395	0
chr7	102995983	102996983	396	1
chr7	103001603	103002603	397	1
chr7	103292082	103293082	398	1
chr7	103391246	103392246	399	0
chr7	103638163	103639163	400	1
chr7	104012253	104013253	401	1
chr7	104157344	104158344	402	1
chr7	104170750	104171750	403	0
chr7	104970928	104971928	404	0
chr7	105018805	105019805	405	1
chr7	105056471	105057471	406	0
chr7	105194136	105195136	407	0
chr7	105492565	105493565	408	0
chr7	105772051	105773051	409	0
chr7	105879425	105880425	410	1
chr7	106090239	106091239	411	1
chr7	106099808	106100808	412	0
chr7	106286728	106287728	413	1
chr7	106328347	106329347	414	0
chr7	106479033	106480033	415	1
chr7	106600557	106601557	416	0
chr7	106743357	106744357	417	1
chr7	107183387	107184387	418	1
chr7	107188170	107189170	419	1
chr7	107218223	107219223	420	0
chr7	107324361	107325361	421	1
chr7	107327729	107328729	422	0
chr7	107365434	107366434	423	0
chr7	107396877	107397877	424	0
chr7	107431599	107432599	425	0
chr7	107480410	107481410	426	1
chr7	107501907	107502907	427	1
chr7	107658043	107659043	428	0
chr7	107994287	107995287	429	1
chr7	108284471	108285471	430	0
chr7	108290336	108291336	431	0
chr7	108310789	108311789	432	1
chr7	108311325	108312325	433	0
chr7	108329133	108330133	434	0
chr7	108618649	108619649	435	0
chr7	110336185	110337185	436	0
chr7	110403972	110404972	437	1
chr7	110512510	110513510	438	0
chr7	110576659	110577659	439	1
chr7	110685467	110686467	440	0
chr7	110835488	110836488	441	0
chr7	110898977	110899977	442	0
chr7	111105567	111106567	443	1
chr7	111117542	111118542	444	0
chr7	111256136	111257136	445	0
chr7	111274058	111275058	446	1
chr7	111428385	111429385	447	0
chr7	111593971	111594971	448	0
chr7	111770188	111771188	449	0
chr7	111821555	111822555	450	0
chr7	111998593	111999593	451	1
chr7	112045644	112046644	452	0
chr7	112213558	112214558	453	1
chr7	112251588	112252588	454	0
chr7	112322900	112323900	455	0
chr7	112323203	112324203	456	0
chr7	112594112	112595112	457	0
chr7	112724689	112725689	458	0
chr7	112934317	112935317	459	0
chr7	113246394	113247394	460	0
chr7	113297486	113298486	461	1
chr7	113309595	113310595	462	0
chr7	113316320	113317320	463	0
chr7	113395996	113396996	464	0
chr7	113770903	113771903	465	0
chr7	114342598	114343598	466	0
chr7	114346116	114347116	467	1
chr7	114531942	114532942	468	1
chr7	114645221	114646221	469	1
chr7	114936938	114937938	470	0
chr7	114948488	114949488	471	0
chr7	115019946	115020946	472	0
chr7	115065298	115066298	473	0
chr7	115110740	115111740	474	0
chr7	115350387	115351387	475	0
chr7	115359117	115360117	476	0
chr7	115359748	115360748	477	0
chr7	115486688	115487688	478	0
chr7	115976787	115977787	479	0
chr7	115985502	115986502	480	0
chr7	116169180	116170180	481	1
chr7	116169535	116170535	482	1
chr7	116338784	116339784	483	0
chr7	116523145	116524145	484	0
chr7	116571728	116572728	485	0
chr7	116639652	116640652	486	0
chr7	116731760	116732760	487	1
chr7	116732701	116733701	488	0
chr7	116761080	116762080	489	1
chr7	117599943	117600943	490	1
chr7	117600703	117601703	491	0
chr7	117822518	117823518	492	0
chr7	118193391	118194391	493	0
chr7	120661975	120662975	494	0
chr7	120665808	120666808	495	1
chr7	120699992	120700992	496	0
chr7	120709634	120710634	497	0
chr7	120715988	120716988	498	1
chr7	120872991	120873991	499	0
chr7	120929584	120930584	500	1
chr7	120966541	120967541	501	0
chr7	121018883	121019883	502	0
chr7	121019269	121020269	503	0
chr7	121179258	121180258	504	0
chr7	121254726	121255726	505	0
chr7	121461503	121462503	506	1
chr7	121557703	121558703	507	0
chr7	122031742	122032742	508	0
chr7	122082081	122083081	509	0
chr7	122097380	122098380	510	1
chr7	122178485	122179485	511	1
chr7	122186374	122187374	512	0
chr7	122291678	122292678	513	1
chr7	122379295	122380295	514	0
chr7	122503218	122504218	515	0
chr7	122749996	122750996	516	1
chr7	123555253	123556253	517	1
chr7	123578519	123579519	518	0
chr7	123579398	123580398	519	1
chr7	123615484	123616484	520	1
chr7	123634990	123635990	521	0
chr7	123642919	123643919	522	1
chr7	123692946	123693946	523	0
chr7	123730034	123731034	524	0
chr7	124163553	124164553	525	0
chr7	124389995	124390995	526	1
chr7	124533086	124534086	527	0
chr7	124642958	124643958	528	0
chr7	124724580	124725580	529	0
chr7	124754276	124755276	530	0
chr7	124810224	124811224	531	0
chr7	125056506	125057506	532	1
chr7	127225637	127226637	533	0
chr7	127373730	127374730	534	0
chr7	127449499	127450499	535	1
chr7	127715688	127716688	536	1
chr7	127834021	127835021	537	1
chr7	128137942	128138942	538	0
chr7	128740291	128741291	539	1
chr7	129006351	129007351	540	0
chr7	129044505	129045505	541	1
chr7	129047226	129048226	542	0
chr7	129093267	129094267	543	1
chr7	129278475	129279475	544	0
chr7	129877436	129878436	545	1
chr7	129907907	129908907	546	0
chr7	129937431	129938431	547	0
chr7	130079004	130080004	548	0
chr7	130099997	130100997	549	1
chr7	130429846	130430846	550	1
chr7	130520341	130521341	551	1
chr7	130520779	130521779	552	0
chr7	130655530	130656530	553	1
chr7	130849537	130850537	554	0
chr7	130978232	130979232	555	0
chr7	131095947	131096947	556	0
chr7	131352653	131353653	557	1
chr7	131406025	131407025	558	1
chr7	131412382	131413382	559	0
chr7	131446041	131447041	560	0
chr7	131446332	131447332	561	1
chr7	131895829	131896829	562	0
chr7	132896121	132897121	563	0
chr7	133002417	133003417	564	0
chr7	133358900	133359900	565	1
chr7	133515505	133516505	566	1
chr7	133544447	133545447	567	0
chr7	133566161	133567161	568	1
chr7	133571721	133572721	569	0
chr7	133594945	133595945	570	1
chr7	133728987	133729987	571	0
chr7	133983277	133984277	572	0
chr7	134130022	134131022	573	0
chr7	134274247	134275247	574	1
chr7	134708249	134709249	575	1
chr7	134803084	134804084	576	1
chr7	134917971	134918971	577	0
chr7	134920560	134921560	578	1
chr7	135049860	135050860	579	1
chr7	135064774	135065774	580	1
chr7	135481367	135482367	581	0
chr7	135537511	135538511	582	0
chr7	135965252	135966252	583	1
chr7	135979787	135980787	584	0
chr7	136568861	136569861	585	0
chr7	136750853	136751853	586	1
chr7	136751152	136752152	587	1
chr7	136866392	136867392	588	1
chr7	137453139	137454139	589	1
chr7	137607520	137608520	590	1
chr7	137809720	137810720	591	1
chr7	138137430	138138430	592	1
chr7	138474618	138475618	593	1
chr7	138892016	138893016	594	0
chr7	139024317	139025317	595	1
chr7	139150404	139151404	596	1
chr7	139233807	139234807	597	1
chr7	139301375	139302375	598	1
chr7	139373884	139374884	599	0
chr7	139407468	139408468	600	1
chr7	139565116	139566116	601	0
chr7	139862372	139863372	602	0
chr7	139968450	139969450	603	0
chr7	140754797	140755797	604	1
chr7	140818718	140819718	605	0
chr7	140946372	140947372	606	1
chr7	141600614	141601614	607	1
chr7	141614388	141615388	608	0
chr7	142974215	142975215	609	1
chr7	143185109	143186109	610	0
chr7	143185304	143186304	611	0
chr7	143923354	143924354	612	1
chr7	143947396	143948396	613	1
chr7	148702802	148703802	614	0
chr7	148830290	148831290	615	1
chr7	149463410	149464410	616	0
chr7	149505262	149506262	617	1
chr7	149679785	149680785	618	1
chr7	150516299	150517299	619	1
chr7	151506726	151507726	620	0
chr7	151571971	151572971	621	0
chr7	151778496	151779496	622	0
chr7	152104340	152105340	623	0
chr7	152104695	152105695	624	0
chr7	152167670	152168670	625	0
chr7	154925805	154926805	626	1
chr7	154926247	154927247	627	1
chr7	155176355	155177355	628	0
chr7	155725537	155726537	629	0
chr7	156693441	156694441	630	1
chr7	156746206	156747206	631	1
chr7	156846450	156847450	632	0
chr7	157154651	157155651	633	0
chr7	157203041	157204041	634	0
chr7	157205180	157206180	635	1
chr8	526814	527814	1	0
chr8	3024881	3025881	2	1
chr8	5569381	5570381	3	1
chr8	5902789	5903789	4	1
chr8	8577101	8578101	5	0
chr8	8873581	8874581	6	1
chr8	9239130	9240130	7	0
chr8	9554071	9555071	8	1
chr8	9557721	9558721	9	1
chr8	9754864	9755864	10	1
chr8	9755194	9756194	11	0
chr8	9795436	9796436	12	0
chr8	10745355	10746355	13	0
chr8	10748447	10749447	14	1
chr8	11275360	11276360	15	1
chr8	11997055	11998055	16	0
chr8	13510832	13511832	17	1
chr8	14071816	14072816	18	1
chr8	14292785	14293785	19	0
chr8	15614756	15615756	20	1
chr8	15764013	15765013	21	1
chr8	16591013	16592013	22	1
chr8	16879791	16880791	23	1
chr8	16996923	16997923	24	0
chr8	17052697	17053697	25	1
chr8	17121044	17122044	26	1
chr8	17179553	17180553	27	1
chr8	17180211	17181211	28	1
chr8	17230538	17231538	29	1
chr8	17961730	17962730	30	1
chr8	18065346	18066346	31	1
chr8	18166350	18167350	32	1
chr8	18559809	18560809	33	1
chr8	18878079	18879079	34	0
chr8	18981134	18982134	35	0
chr8	19163507	19164507	36	0
chr8	19238071	19239071	37	0
chr8	19615288	19616288	38	1
chr8	19615548	19616548	39	1
chr8	19798610	19799610	40	1
chr8	19833750	19834750	41	0
chr8	19841813	19842813	42	0
chr8	20079847	20080847	43	0
chr8	21567808	21568808	44	1
chr8	22511987	22512987	45	0
chr8	22655205	22656205	46	1
chr8	23053444	23054444	47	1
chr8	23280141	23281141	48	0
chr8	23280713	23281713	49	0
chr8	24153554	24154554	50	1
chr8	24258852	24259852	51	1
chr8	24263493	24264493	52	0
chr8	24369342	24370342	53	0
chr8	24556961	24557961	54	1
chr8	25130530	25131530	55	1
chr8	25426181	25427181	56	1
chr8	25726732	25727732	57	1
chr8	26365504	26366504	58	0
chr8	26387266	26388266	59	1
chr8	26878152	26879152	60	1
chr8	27082962	27083962	61	0
chr8	27580825	27581825	62	0
chr8	27590057	27591057	63	1
chr8	27679900	27680900	64	1
chr8	27831894	27832894	65	1
chr8	28149551	28150551	66	0
chr8	28301499	28302499	67	0
chr8	28743133	28744133	68	1
chr8	28942370	28943370	69	0
chr8	28956284	28957284	70	0
chr8	28975446	28976446	71	0
chr8	28980140	28981140	72	0
chr8	28989675	28990675	73	0
chr8	29554785	29555785	74	0
chr8	29695687	29696687	75	0
chr8	30195517	30196517	76	1
chr8	30309083	30310083	77	1
chr8	30993273	30994273	78	0
chr8	31006466	31007466	79	0
chr8	31099736	31100736	80	0
chr8	31120991	31121991	81	0
chr8	32131199	32132199	82	1
chr8	32650399	32651399	83	0
chr8	32721810	32722810	84	0
chr8	32872700	32873700	85	0
chr8	33107175	33108175	86	0
chr8	33135701	33136701	87	1
chr8	35492294	35493294	88	0
chr8	35887863	35888863	89	1
chr8	36676313	36677313	90	0
chr8	36732278	36733278	91	1
chr8	37109910	37110910	92	0
chr8	37113512	37114512	93	1
chr8	37211104	37212104	94	1
chr8	37446733	37447733	95	0
chr8	38186726	38187726	96	1
chr8	38190783	38191783	97	0
chr8	38697334	38698334	98	0
chr8	39054901	39055901	99	0
chr8	39539001	39540001	100	1
chr8	39638841	39639841	101	0
chr8	41409438	41410438	102	0
chr8	41410336	41411336	103	0
chr8	42511582	42512582	104	1
chr8	42539175	42540175	105	1
chr8	42548197	42549197	106	0
chr8	42836167	42837167	107	0
chr8	42907858	42908858	108	0
chr8	42908357	42909357	109	0
chr8	43029415	43030415	110	1
chr8	43285964	43286964	111	1
chr8	43295940	43296940	112	1
chr8	43441585	43442585	113	1
chr8	46003682	46004682	114	1
chr8	47455535	47456535	115	0
chr8	47609163	47610163	116	0
chr8	47616884	47617884	117	1
chr8	47668262	47669262	118	0
chr8	47867066	47868066	119	1
chr8	47867494	47868494	120	0
chr8	47939141	47940141	121	0
chr8	48662634	48663634	122	0
chr8	48732214	48733214	123	1
chr8	48753267	48754267	124	0
chr8	49885090	49886090	125	1
chr8	50339927	50340927	126	1
chr8	50403353	50404353	127	1
chr8	51172302	51173302	128	1
chr8	51789048	51790048	129	0
chr8	51789829	51790829	130	0
chr8	51995599	51996599	131	0
chr8	52244436	52245436	132	0
chr8	52399809	52400809	133	1
chr8	52531661	52532661	134	1
chr8	52608511	52609511	135	0
chr8	52622586	52623586	136	1
chr8	52680186	52681186	137	0
chr8	52728213	52729213	138	1
chr8	52867266	52868266	139	1
chr8	53259173	53260173	140	1
chr8	53421961	53422961	141	0
chr8	53476648	53477648	142	0
chr8	53551418	53552418	143	1
chr8	53587190	53588190	144	0
chr8	53748561	53749561	145	0
chr8	53769815	53770815	146	1
chr8	53805088	53806088	147	1
chr8	54320623	54321623	148	1
chr8	54544963	54545963	149	1
chr8	55704712	55705712	150	1
chr8	55955478	55956478	151	0
chr8	56172058	56173058	152	0
chr8	56457904	56458904	153	1
chr8	56458692	56459692	154	0
chr8	56553456	56554456	155	0
chr8	56615754	56616754	156	0
chr8	56677160	56678160	157	1
chr8	57047898	57048898	158	1
chr8	57087748	57088748	159	0
chr8	57249215	57250215	160	1
chr8	57503231	57504231	161	1
chr8	57791309	57792309	162	1
chr8	57806794	57807794	163	1
chr8	57879502	57880502	164	1
chr8	58018082	58019082	165	0
chr8	58058816	58059816	166	0
chr8	58126210	58127210	167	1
chr8	58337996	58338996	168	0
chr8	58466171	58467171	169	1
chr8	58537212	58538212	170	1
chr8	58583970	58584970	171	1
chr8	58718681	58719681	172	0
chr8	58719076	58720076	173	1
chr8	58757907	58758907	174	0
chr8	58878088	58879088	175	1
chr8	58953625	58954625	176	0
chr8	59013697	59014697	177	0
chr8	59056988	59057988	178	1
chr8	59212195	59213195	179	1
chr8	59243288	59244288	180	1
chr8	59443205	59444205	181	1
chr8	59443577	59444577	182	1
chr8	59468747	59469747	183	1
chr8	60050396	60051396	184	1
chr8	60056936	60057936	185	0
chr8	60068507	60069507	186	1
chr8	60143454	60144454	187	1
chr8	60171763	60172763	188	1
chr8	60553714	60554714	189	1
chr8	60554776	60555776	190	0
chr8	60591114	60592114	191	1
chr8	60598849	60599849	192	1
chr8	60599106	60600106	193	0
